time,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3987.5,58.84085924327005,58.96534050487069,59.069969964251165,65.71340446632314,55.99244249362485,55.479571242890934,53.787695194011185,53.35469028261449,51.81110460909497,52.37250196685449,51.40788100743889,50.515646306862756,50.130824805574896
4018.5,58.81755650796452,58.75014952600731,58.8465934061886,65.7524625373361,55.90936018119074,55.3570770227443,53.553819162330484,53.22149288388843,51.52746618587762,52.019835500457866,51.37386220122051,50.535313329822145,49.938568127609074
4049.5,58.82687869275778,58.80776840744366,58.900027997367644,65.81123128417558,55.82745938320361,55.354302262069055,53.48243203475072,53.29313990346165,51.294326895219015,51.980134710459815,51.34437250956747,50.360808673980515,50.0652996210252
4077.5,58.69869623937487,58.88905031460795,58.92766823426174,65.84435595111934,55.98506313598256,55.425173456350535,53.54222729799821,53.397392795217726,51.18693569294698,51.98496372795381,51.51261332358736,50.40093622487217,50.16668267962975
4108.5,58.942332222650435,59.00846008928789,59.05275370969206,65.92863392922803,56.024048853552124,55.55469616722764,53.62108314724369,53.50845054095926,51.259084445998056,52.046027217256004,51.53541959633494,50.586786243234556,50.182984759513324
4138.5,59.06410671420789,59.157272231636135,59.20706067215376,65.88689579163443,56.15625298942452,55.575493987870324,53.67669257637606,53.48271590021339,51.19389763647591,52.022446025097864,51.534460598003,50.598348360177496,50.31439046174932
4169.5,59.026812260148496,59.23043187810929,59.20358385291773,65.94158847862661,56.21182282216066,55.76380124529698,53.868161716854765,53.527695270567925,51.22748813115032,51.991612079643325,51.69461510326303,50.67360293123868,50.26410889898024
4199.5,59.120213658555706,59.24827313904827,59.260312168469255,65.97780784078032,56.278041548538866,55.699043959710046,53.808570824390124,53.53908569506946,51.2578330783408,52.05401138468468,51.59025909129223,50.651864047900716,50.28036153285016
4230.5,58.970022810055426,59.05784781210568,59.22267082798742,65.86166368204087,56.10880063409503,55.672985364055585,53.787957000187035,53.53567528371926,51.116417820536164,51.952162750644696,51.54120171517597,50.620382412626896,50.08620493095181
4261.5,58.708527376308524,59.11041424437078,59.01955786706274,65.78865130295898,55.98538629371923,55.46497417381573,53.419000993815324,53.267747188579236,50.803260977872625,51.613827268173274,51.48817818013236,50.289036361678846,49.93742026942844
4291.5,58.518882220012905,58.79592039922787,58.79474282288077,65.71212722157175,55.73369009272203,55.184692445097,53.3487645640683,53.08628540898625,50.642615842880126,51.48739423074493,51.21214437909759,50.194252968744586,49.773058113819395
4322.5,58.46122652739049,58.54012456838691,58.566163391120305,65.70822600661214,55.52271694260784,54.990299660247395,53.063342457359724,52.89488838909132,50.28197887177975,51.21963664330005,51.12707288896207,50.012084662236106,49.73054123337799
4352.5,58.29601114290125,58.40903707874928,58.39203290460762,65.68021119845405,55.320732341080216,54.788768842597655,52.89021671585035,52.73213580958159,50.129592052279364,51.06953245857958,51.04718320133812,49.89188879543719,49.61003030175938
4383.5,58.197605062990064,58.306445177083496,58.32559353174439,65.82794267992185,55.32020402818544,54.73100297889136,52.76073464962491,52.80209454291179,50.05683934111752,50.94102443541046,51.093528607568196,49.92111944893043,49.57733559201185
